"","Longitude..x.","Latitude..y.","Station.Name","Climate.ID","Date.Time","Year","Month","Mean.Max.Temp...C.","Mean.Max.Temp.Flag","Mean.Min.Temp...C.","Mean.Min.Temp.Flag","Mean.Temp...C.","Mean.Temp.Flag","Extr.Max.Temp...C.","Extr.Max.Temp.Flag","Extr.Min.Temp...C.","Extr.Min.Temp.Flag","Total.Rain..mm.","Total.Rain.Flag","Total.Snow..cm.","Total.Snow.Flag","Total.Precip..mm.","Total.Precip.Flag","Snow.Grnd.Last.Day..cm.","Snow.Grnd.Last.Day.Flag","Dir.of.Max.Gust..10.s.deg.","Dir.of.Max.Gust.Flag","Spd.of.Max.Gust..km.h.","Spd.of.Max.Gust.Flag"
"128",-82.67,42.04,"KINGSVILLE MOE",6134190,"1980-08",1980,8,26,"",18.6,"E",22.3,"E",31,"",12,"",148.9,"E",0,"",148.9,"E",NA,"M",NA,NA,NA,NA
"129",-82.67,42.04,"KINGSVILLE MOE",6134190,"1980-09",1980,9,22.2,"E",12.7,"",17.5,"E",30,"",3,"",94.2,"",0,"",94.2,"",NA,"M",NA,NA,NA,NA
"130",-82.67,42.04,"KINGSVILLE MOE",6134190,"1980-10",1980,10,12.1,"",4,"",8.1,"",23.5,"",-2.5,"",29.6,"",0,"T",29.6,"",NA,"M",NA,NA,NA,NA
"131",-82.67,42.04,"KINGSVILLE MOE",6134190,"1980-11",1980,11,7,"",0.1,"",3.6,"",16.5,"",-5.5,"",29.1,"",0,"T",29.1,"",NA,"M",NA,NA,NA,NA
"132",-82.67,42.04,"KINGSVILLE MOE",6134190,"1980-12",1980,12,1,"E",-7.1,"",-3.1,"E",11,"",-18.5,"",29.1,"",22.5,"",51.6,"",NA,"M",NA,NA,NA,NA
"133",-82.67,42.04,"KINGSVILLE MOE",6134190,"1981-01",1981,1,-3.9,"E",-11.8,"",-7.9,"E",5,"",-22.5,"S",9,"",22,"",31,"",NA,"",NA,NA,NA,NA
"134",-82.67,42.04,"KINGSVILLE MOE",6134190,"1981-02",1981,2,1.5,"",-6.7,"",-2.6,"",10,"",-18.5,"",53.4,"",36,"",89.4,"",NA,"",NA,NA,NA,NA
"135",-82.67,42.04,"KINGSVILLE MOE",6134190,"1981-03",1981,3,5.6,"",-2.7,"",1.5,"",18,"",-10,"",16.7,"",3.7,"",20.4,"",NA,"",NA,NA,NA,NA
"136",-82.67,42.04,"KINGSVILLE MOE",6134190,"1981-04",1981,4,13,"",4.2,"",8.6,"",19,"",-3.5,"",107.6,"",0,"",107.6,"",NA,"",NA,NA,NA,NA
"137",-82.67,42.04,"KINGSVILLE MOE",6134190,"1981-05",1981,5,17,"",8.3,"",12.7,"",24.5,"",2,"",60,"",0,"",60,"",NA,"",NA,NA,NA,NA
"138",-82.67,42.04,"KINGSVILLE MOE",6134190,"1981-06",1981,6,23.5,"",15.5,"",19.5,"",28.5,"",7,"",153.3,"",0,"",153.3,"",NA,"",NA,NA,NA,NA
"139",-82.67,42.04,"KINGSVILLE MOE",6134190,"1981-07",1981,7,26,"",17.8,"",21.9,"",30.5,"S",11,"",162.9,"",0,"",162.9,"",NA,"",NA,NA,NA,NA
"140",-82.67,42.04,"KINGSVILLE MOE",6134190,"1981-08",1981,8,24.9,"",16.8,"",20.9,"",27,"",10,"",52.6,"",0,"",52.6,"",NA,"",NA,NA,NA,NA
"141",-82.67,42.04,"KINGSVILLE MOE",6134190,"1981-09",1981,9,19.4,"E",12.4,"",15.9,"E",29,"",4,"",132.6,"",0,"",132.6,"",NA,"",NA,NA,NA,NA
"142",-82.67,42.04,"KINGSVILLE MOE",6134190,"1981-10",1981,10,13.3,"",4.3,"",8.8,"",19.5,"",-4,"S",84.4,"",0,"",84.4,"",NA,"",NA,NA,NA,NA
"143",-82.67,42.04,"KINGSVILLE MOE",6134190,"1981-11",1981,11,8.5,"",0.2,"",4.4,"",17,"S",-4,"S",122.4,"",2,"",124.4,"",NA,"",NA,NA,NA,NA
"144",-82.67,42.04,"KINGSVILLE MOE",6134190,"1981-12",1981,12,0.7,"E",-5.4,"E",-2.4,"E",5,"",-14,"S",49.5,"",45.5,"",95,"",NA,"",NA,NA,NA,NA
"145",-82.67,42.04,"KINGSVILLE MOE",6134190,"1982-01",1982,1,-2.9,"",-12.4,"",-7.7,"",7.5,"",-25,"S",63,"",64.2,"",127.2,"",NA,"",NA,NA,NA,NA
"146",-82.67,42.04,"KINGSVILLE MOE",6134190,"1982-02",1982,2,-2.5,"E",-10.6,"E",-6.6,"E",3.5,"S",-25,"",3,"",59,"",62,"",NA,"",NA,NA,NA,NA
"147",-82.67,42.04,"KINGSVILLE MOE",6134190,"1982-03",1982,3,3.8,"E",-3.6,"E",0.1,"E",14,"",-14,"S",31,"E",31.5,"E",62.5,"E",NA,"",NA,NA,NA,NA
"148",-82.67,42.04,"KINGSVILLE MOE",6134190,"1982-04",1982,4,10.3,"E",0.5,"",5.4,"E",19.5,"",-13,"",31.8,"",21.8,"",53.6,"",NA,"",NA,NA,NA,NA
"149",-82.67,42.04,"KINGSVILLE MOE",6134190,"1982-05",1982,5,21.8,"",12.5,"",17.2,"",27.5,"",6,"",58.4,"",0,"",58.4,"",NA,"",NA,NA,NA,NA
"150",-82.67,42.04,"KINGSVILLE MOE",6134190,"1982-06",1982,6,21.8,"",13.6,"",17.7,"",25.5,"",7.5,"",52.3,"",0,"",52.3,"",NA,"",NA,NA,NA,NA
"151",-82.67,42.04,"KINGSVILLE MOE",6134190,"1982-07",1982,7,26.7,"",18.2,"",22.5,"",30,"",11.5,"",76.9,"",0,"",76.9,"",NA,"",NA,NA,NA,NA
"152",-82.67,42.04,"KINGSVILLE MOE",6134190,"1982-08",1982,8,24.6,"E",15,"",19.8,"E",28,"S",6.5,"",41.6,"",0,"",41.6,"",NA,"",NA,NA,NA,NA
"153",-82.67,42.04,"KINGSVILLE MOE",6134190,"1982-09",1982,9,21,"E",12.4,"",16.7,"E",29.5,"",4,"",70,"",0,"",70,"",NA,"",NA,NA,NA,NA
"154",-82.67,42.04,"KINGSVILLE MOE",6134190,"1982-10",1982,10,15.8,"",7.2,"E",11.5,"E",25,"",-1,"",93,"",0,"",93,"",NA,"",NA,NA,NA,NA
"155",-82.67,42.04,"KINGSVILLE MOE",6134190,"1982-11",1982,11,9,"E",2.7,"",5.9,"E",18.5,"E",-6.5,"",114.1,"",3,"",117.1,"",NA,"",NA,NA,NA,NA
"156",-82.67,42.04,"KINGSVILLE MOE",6134190,"1982-12",1982,12,6,"E",-0.6,"E",2.7,"E",16,"S",-10.5,"",96.8,"",4.5,"",101.3,"",NA,"",NA,NA,NA,NA
"157",-82.67,42.04,"KINGSVILLE MOE",6134190,"1983-01",1983,1,1,"",-5.1,"",-2.1,"",7,"",-14,"S",34.2,"",0,"T",34.2,"",NA,"M",NA,NA,NA,NA
"158",-82.67,42.04,"KINGSVILLE MOE",6134190,"1983-02",1983,2,2.4,"",-4.3,"",-1,"",13,"",-12.5,"",14,"",10.5,"",24.5,"",0,"",NA,NA,NA,NA
"159",-82.67,42.04,"KINGSVILLE MOE",6134190,"1983-03",1983,3,7,"",-1.2,"",2.9,"",17.5,"",-11.5,"S",44.9,"",5,"",49.9,"",0,"",NA,NA,NA,NA
"160",-82.67,42.04,"KINGSVILLE MOE",6134190,"1983-04",1983,4,10,"",2,"",6,"",23,"",-6.5,"",137.8,"",0,"T",137.8,"",0,"",NA,NA,NA,NA
"161",-82.67,42.04,"KINGSVILLE MOE",6134190,"1983-05",1983,5,16.5,"",7.2,"",11.9,"",21,"S",-1,"",81.8,"",0,"",81.8,"",0,"",NA,NA,NA,NA
"162",-82.67,42.04,"KINGSVILLE MOE",6134190,"1983-06",1983,6,24.8,"E",15.2,"",20,"E",31,"",4.5,"",110.1,"",0,"",110.1,"",0,"",NA,NA,NA,NA
"163",-82.67,42.04,"KINGSVILLE MOE",6134190,"1983-07",1983,7,27.5,"",19.1,"",23.3,"",34.5,"",9,"",98.7,"",0,"",98.7,"",0,"",NA,NA,NA,NA
"164",-82.67,42.04,"KINGSVILLE MOE",6134190,"1983-08",1983,8,26.9,"",18.2,"",22.6,"",30,"",11.5,"",68.1,"",0,"",68.1,"",0,"",NA,NA,NA,NA
"165",-82.67,42.04,"KINGSVILLE MOE",6134190,"1983-09",1983,9,23.1,"",13.2,"",18.2,"",31.5,"",3,"",61.4,"",0,"",61.4,"",0,"",NA,NA,NA,NA
"166",-82.67,42.04,"KINGSVILLE MOE",6134190,"1983-10",1983,10,15.2,"",7.5,"",11.4,"",23.5,"",0,"S",84.8,"",0,"",84.8,"",0,"",NA,NA,NA,NA
"167",-82.67,42.04,"KINGSVILLE MOE",6134190,"1983-11",1983,11,8.9,"E",1.9,"",5.4,"E",15,"S",-6.5,"",110.4,"",2,"",112.4,"",NA,"M",NA,NA,NA,NA
"168",-82.67,42.04,"KINGSVILLE MOE",6134190,"1983-12",1983,12,-2.2,"E",-9.8,"",-6,"E",7,"",-23,"S",73.6,"",15.5,"",89.1,"",NA,"M",NA,NA,NA,NA
"169",-82.67,42.04,"KINGSVILLE MOE",6134190,"1984-01",1984,1,-3.3,"",-12.6,"",-8,"",15,"",-27,"",0.5,"",33.5,"",34,"",NA,"M",NA,NA,NA,NA
"170",-82.67,42.04,"KINGSVILLE MOE",6134190,"1984-02",1984,2,3.2,"",-4.2,"",-0.5,"",12.5,"",-15.5,"",29.2,"",26,"",55.2,"",NA,"M",NA,NA,NA,NA
"171",-82.67,42.04,"KINGSVILLE MOE",6134190,"1984-03",1984,3,2,"",-6,"",-2,"",9,"",-15.5,"",65.9,"",17.9,"",83.8,"",NA,"M",NA,NA,NA,NA
"172",-82.67,42.04,"KINGSVILLE MOE",6134190,"1984-04",1984,4,11.3,"E",2.9,"",7.1,"E",22,"",-2,"",67,"",0,"",67,"",0,"",NA,NA,NA,NA
"173",-82.67,42.04,"KINGSVILLE MOE",6134190,"1984-05",1984,5,15.6,"E",6.9,"",11.3,"E",22.5,"S",1,"",134.4,"",0,"",134.4,"",0,"",NA,NA,NA,NA
"174",-82.67,42.04,"KINGSVILLE MOE",6134190,"1984-06",1984,6,24.9,"",15.5,"",20.2,"",29,"S",9.5,"",49.2,"",0,"",49.2,"",0,"",NA,NA,NA,NA
"175",-82.67,42.04,"KINGSVILLE MOE",6134190,"1984-07",1984,7,25.4,"E",16.3,"",20.9,"E",29.5,"",9,"",25.3,"",0,"",25.3,"",0,"",NA,NA,NA,NA
"176",-82.67,42.04,"KINGSVILLE MOE",6134190,"1984-08",1984,8,25.5,"",17.1,"E",21.3,"E",29,"S",9,"S",131.6,"",0,"",131.6,"",0,"",NA,NA,NA,NA
"177",-82.67,42.04,"KINGSVILLE MOE",6134190,"1984-09",1984,9,19.8,"",11.5,"",15.7,"",27,"",5,"S",82.8,"",0,"",82.8,"",NA,"M",NA,NA,NA,NA
"178",-82.67,42.04,"KINGSVILLE MOE",6134190,"1984-10",1984,10,17.2,"",8.8,"",13,"",21.5,"",2,"S",64.9,"",0,"",64.9,"",0,"",NA,NA,NA,NA
"179",-82.67,42.04,"KINGSVILLE MOE",6134190,"1984-11",1984,11,8.8,"E",0.4,"",4.6,"E",19.5,"E",-7.5,"",97.6,"",0,"T",97.6,"",NA,"M",NA,NA,NA,NA
"180",-82.67,42.04,"KINGSVILLE MOE",6134190,"1984-12",1984,12,4.7,"E",-2,"E",1.4,"E",14.5,"S",-15,"",83.9,"",8.5,"",92.4,"",NA,"M",NA,NA,NA,NA
"181",-82.67,42.04,"KINGSVILLE MOE",6134190,"1985-01",1985,1,-3.1,"",-9.6,"",-6.4,"",1,"S",-25,"",NA,"M",NA,"M",NA,"M",NA,"M",NA,NA,NA,NA
"182",-82.67,42.04,"KINGSVILLE MOE",6134190,"1985-02",1985,2,-0.8,"E",-9.4,"",-5.1,"E",9.5,"",-20,"",78.8,"",46.5,"E",125.3,"E",NA,"M",NA,NA,NA,NA
"183",-82.67,42.04,"KINGSVILLE MOE",6134190,"1985-03",1985,3,6.6,"",-1.2,"",2.7,"",15,"",-7,"",126.7,"",7,"",133.7,"",0,"",NA,NA,NA,NA
"184",-82.67,42.04,"KINGSVILLE MOE",6134190,"1985-04",1985,4,15.8,"",5.3,"",10.6,"",27,"",-5.5,"S",53.7,"",0,"T",53.7,"",0,"",NA,NA,NA,NA
"185",-82.67,42.04,"KINGSVILLE MOE",6134190,"1985-05",1985,5,20.5,"E",11.1,"",15.8,"E",27.5,"",5.5,"S",92.9,"",0,"",92.9,"",0,"",NA,NA,NA,NA
"186",-82.67,42.04,"KINGSVILLE MOE",6134190,"1985-06",1985,6,22.3,"E",13.3,"",17.8,"E",30.5,"",7.5,"S",53.3,"E",0,"",53.3,"E",0,"",NA,NA,NA,NA
"187",-82.67,42.04,"KINGSVILLE MOE",6134190,"1985-07",1985,7,25.3,"",17.5,"E",21.4,"E",29.5,"",12,"S",64.2,"",0,"",64.2,"",0,"",NA,NA,NA,NA
"188",-82.67,42.04,"KINGSVILLE MOE",6134190,"1985-08",1985,8,24.6,"E",16.6,"",20.6,"E",28.5,"S",12,"",84,"",0,"",84,"",0,"",NA,NA,NA,NA
"189",-82.67,42.04,"KINGSVILLE MOE",6134190,"1985-09",1985,9,22.1,"E",14.7,"",18.4,"E",30,"",6,"",51.3,"",0,"",51.3,"",0,"",NA,NA,NA,NA
"190",-82.67,42.04,"KINGSVILLE MOE",6134190,"1985-10",1985,10,16,"E",8.5,"",12.3,"E",21.5,"",2,"",74.8,"",0,"",74.8,"",0,"",NA,NA,NA,NA
"191",-82.67,42.04,"KINGSVILLE MOE",6134190,"1985-11",1985,11,8.9,"E",3.3,"E",6.1,"E",16,"E",-3,"S",182.6,"",6,"",188.6,"",NA,"M",NA,NA,NA,NA
"192",-82.67,42.04,"KINGSVILLE MOE",6134190,"1985-12",1985,12,-1.3,"E",-8.1,"",-4.7,"E",13,"",-17,"",17.6,"",28,"",45.6,"",NA,"M",NA,NA,NA,NA
"193",-82.67,42.04,"KINGSVILLE MOE",6134190,"1986-01",1986,1,-0.7,"E",-8,"",-4.4,"E",7,"",-18,"",8.8,"",25.2,"",34,"",NA,"M",NA,NA,NA,NA
"194",-82.67,42.04,"KINGSVILLE MOE",6134190,"1986-02",1986,2,-1.4,"E",-7.2,"E",-4.3,"E",5,"S",-15,"S",40.2,"",49.2,"",89.4,"",NA,"M",NA,NA,NA,NA
"195",-82.67,42.04,"KINGSVILLE MOE",6134190,"1986-03",1986,3,7.2,"E",-2.8,"E",2.2,"E",24.5,"",-15.5,"",48.4,"",20.6,"",69,"",NA,"M",NA,NA,NA,NA
"196",-82.67,42.04,"KINGSVILLE MOE",6134190,"1986-04",1986,4,13.7,"E",4.3,"",9,"E",26,"E",-3.5,"",NA,"M",0.6,"",NA,"M",NA,"M",NA,NA,NA,NA
"197",-82.67,42.04,"KINGSVILLE MOE",6134190,"1986-05",1986,5,20.3,"E",10.7,"",15.5,"E",26.5,"",-0.5,"",64.5,"",0,"",64.5,"",0,"",NA,NA,NA,NA
"198",-82.67,42.04,"KINGSVILLE MOE",6134190,"1986-06",1986,6,24,"E",14.5,"",19.3,"E",29.5,"S",7.5,"",183.6,"",0,"",183.6,"",0,"",NA,NA,NA,NA
"199",-82.67,42.04,"KINGSVILLE MOE",6134190,"1986-07",1986,7,26.7,"",18.7,"",22.7,"",31.5,"S",12.5,"",73.8,"",0,"",73.8,"",0,"",NA,NA,NA,NA
"200",-82.67,42.04,"KINGSVILLE MOE",6134190,"1986-08",1986,8,24.4,"E",15.6,"",20,"E",28,"",7,"S",99.1,"",0,"",99.1,"",0,"",NA,NA,NA,NA
"201",-82.67,42.04,"KINGSVILLE MOE",6134190,"1986-09",1986,9,22.3,"E",14.1,"",18.2,"E",28,"",6,"S",177.1,"",0,"",177.1,"",0,"",NA,NA,NA,NA
"202",-82.67,42.04,"KINGSVILLE MOE",6134190,"1986-10",1986,10,16,"E",7.8,"",11.9,"E",22,"",2.5,"",91.1,"",0,"",91.1,"",0,"",NA,NA,NA,NA
"203",-82.67,42.04,"KINGSVILLE MOE",6134190,"1986-11",1986,11,6.9,"E",0,"E",3.5,"E",17,"",-11,"E",56.8,"E",9,"E",65.8,"E",0,"",NA,NA,NA,NA
"204",-82.67,42.04,"KINGSVILLE MOE",6134190,"1986-12",1986,12,2.4,"E",-2,"",0.2,"E",6,"S",-10.5,"",62.4,"",1,"",63.4,"",NA,"M",NA,NA,NA,NA
"205",-82.67,42.04,"KINGSVILLE MOE",6134190,"1987-01",1987,1,0,"",-6.1,"",-3.1,"",5.5,"",-21,"",4,"",46.6,"E",50.6,"E",NA,"M",NA,NA,NA,NA
"206",-82.67,42.04,"KINGSVILLE MOE",6134190,"1987-02",1987,2,1.2,"E",-5.8,"E",-2.3,"E",6,"",-17,"",10.4,"",1.2,"E",11.6,"E",NA,"M",NA,NA,NA,NA
"207",-82.67,42.04,"KINGSVILLE MOE",6134190,"1987-03",1987,3,7.4,"E",-1.3,"",3.1,"E",17.5,"E",-12.5,"",42.7,"",26,"",68.7,"",NA,"M",NA,NA,NA,NA
"208",-82.67,42.04,"KINGSVILLE MOE",6134190,"1987-04",1987,4,13.9,"E",5,"",9.5,"E",26.5,"",-5,"",52,"",2,"E",54,"E",0,"",NA,NA,NA,NA
"209",-82.67,42.04,"KINGSVILLE MOE",6134190,"1987-05",1987,5,21.4,"E",11,"",16.2,"E",30,"E",4,"S",31.9,"",0,"",31.9,"",0,"",NA,NA,NA,NA
"210",-82.67,42.04,"KINGSVILLE MOE",6134190,"1987-06",1987,6,25.4,"E",16.4,"",20.9,"E",29.5,"",6.5,"",136.6,"",0,"",136.6,"",0,"",NA,NA,NA,NA
"211",-82.67,42.04,"KINGSVILLE MOE",6134190,"1987-07",1987,7,27.1,"",19.7,"E",23.4,"E",31.5,"",11.5,"",107.3,"",0,"",107.3,"",0,"",NA,NA,NA,NA
"212",-82.67,42.04,"KINGSVILLE MOE",6134190,"1987-08",1987,8,24.8,"E",16.4,"E",20.6,"E",31,"",8,"",163.2,"",0,"",163.2,"",0,"",NA,NA,NA,NA
"213",-82.67,42.04,"KINGSVILLE MOE",6134190,"1987-09",1987,9,21.7,"E",14.1,"",17.9,"E",25.5,"",6.5,"",62.1,"",0,"",62.1,"",0,"",NA,NA,NA,NA
"214",-82.67,42.04,"KINGSVILLE MOE",6134190,"1987-10",1987,10,12.5,"E",4.2,"E",8.4,"E",18.5,"E",-2,"E",60.7,"",0,"",60.7,"",0,"",NA,NA,NA,NA
"215",-82.67,42.04,"KINGSVILLE MOE",6134190,"1987-11",1987,11,9.4,"E",2.9,"E",6.2,"E",19,"",-9,"",71.3,"",0,"T",71.3,"",NA,"M",NA,NA,NA,NA
"216",-82.67,42.04,"KINGSVILLE MOE",6134190,"1987-12",1987,12,4.3,"",-1.8,"",1.3,"",10,"S",-13.5,"",65.4,"",16.8,"",82.2,"",NA,"M",NA,NA,NA,NA
"217",-82.67,42.04,"KINGSVILLE MOE",6134190,"1988-01",1988,1,-0.2,"",-9.3,"",-4.8,"",8,"",-19,"S",21.4,"",8.4,"",29.8,"",0,"",NA,NA,NA,NA
"218",-82.67,42.04,"KINGSVILLE MOE",6134190,"1988-02",1988,2,-0.6,"E",-9,"",-4.8,"E",9,"",-17.5,"",15.2,"",49.4,"",64.6,"",NA,"M",NA,NA,NA,NA
"219",-82.67,42.04,"KINGSVILLE MOE",6134190,"1988-03",1988,3,5.3,"E",-3.1,"E",1.1,"E",16,"E",-10,"",34.6,"",8,"",42.6,"",0,"",NA,NA,NA,NA
"220",-82.67,42.04,"KINGSVILLE MOE",6134190,"1988-04",1988,4,12.4,"E",2,"E",7.2,"E",21.5,"",-4,"",46.8,"",0,"T",46.8,"",0,"",NA,NA,NA,NA
"221",-82.67,42.04,"KINGSVILLE MOE",6134190,"1988-05",1988,5,20.2,"E",9.9,"",15.1,"E",28.5,"",4,"S",13.2,"",0,"",13.2,"",0,"",NA,NA,NA,NA
"222",-82.67,42.04,"KINGSVILLE MOE",6134190,"1988-06",1988,6,25.7,"E",13.9,"",19.8,"E",37.5,"",6.5,"",24.4,"",0,"",24.4,"",0,"",NA,NA,NA,NA
"223",-82.67,42.04,"KINGSVILLE MOE",6134190,"1988-07",1988,7,28.7,"",18.3,"E",23.5,"E",36.5,"",8,"",76.1,"",0,"",76.1,"",0,"",NA,NA,NA,NA
"224",-82.67,42.04,"KINGSVILLE MOE",6134190,"1988-08",1988,8,27.9,"",18.9,"",23.4,"",36,"S",10,"",85,"",0,"",85,"",0,"",NA,NA,NA,NA
"225",-82.67,42.04,"KINGSVILLE MOE",6134190,"1988-09",1988,9,21.3,"",12.7,"E",17,"E",25.5,"S",6,"",80.2,"",0,"",80.2,"",0,"",NA,NA,NA,NA
"226",-82.67,42.04,"KINGSVILLE MOE",6134190,"1988-10",1988,10,11.8,"",3.5,"E",7.7,"E",24,"",-5,"",74.7,"",0,"",74.7,"",0,"",NA,NA,NA,NA
"227",-82.67,42.04,"KINGSVILLE MOE",6134190,"1988-11",1988,11,8.5,"",2.2,"E",5.4,"E",16.5,"",-2,"S",102,"",3,"",105,"",0,"",NA,NA,NA,NA
"228",-82.67,42.04,"KINGSVILLE MOE",6134190,"1988-12",1988,12,1.6,"E",-6.3,"E",-2.4,"E",11,"E",-19,"",48.1,"",14.2,"E",62.3,"E",NA,"M",NA,NA,NA,NA
"229",-82.67,42.04,"KINGSVILLE MOE",6134190,"1989-01",1989,1,2.8,"E",-5.1,"E",-1.2,"E",11,"E",-13.5,"",25.9,"",16,"",41.9,"",0,"",NA,NA,NA,NA
"230",-82.67,42.04,"KINGSVILLE MOE",6134190,"1989-02",1989,2,-1.5,"E",-8.4,"E",-5,"E",7,"",-17,"",8.5,"",11,"",19.5,"",NA,"M",NA,NA,NA,NA
"231",-82.67,42.04,"KINGSVILLE MOE",6134190,"1989-03",1989,3,5,"E",-4,"",0.5,"E",20,"E",-15,"",49.7,"E",4,"",53.7,"E",NA,"M",NA,NA,NA,NA
"232",-82.67,42.04,"KINGSVILLE MOE",6134190,"1989-04",1989,4,9.8,"E",0.9,"E",5.4,"E",17.5,"",-7.5,"",76.7,"",0,"T",76.7,"",0,"",NA,NA,NA,NA
"233",-82.67,42.04,"KINGSVILLE MOE",6134190,"1989-05",1989,5,17.5,"E",8.1,"E",12.8,"E",25,"S",1,"",181.7,"",0,"",181.7,"",0,"",NA,NA,NA,NA
"234",-82.67,42.04,"KINGSVILLE MOE",6134190,"1989-06",1989,6,22.5,"",14.7,"",18.6,"",29,"",8.5,"",120,"",0,"",120,"",0,"",NA,NA,NA,NA
"235",-82.67,42.04,"KINGSVILLE MOE",6134190,"1989-07",1989,7,25.7,"",17.3,"",21.5,"",30,"",12,"S",199.6,"",0,"",199.6,"",0,"",NA,NA,NA,NA
"236",-82.67,42.04,"KINGSVILLE MOE",6134190,"1989-08",1989,8,24.8,"",16.4,"",20.6,"",29,"",7,"",75.8,"",0,"",75.8,"",0,"",NA,NA,NA,NA
"237",-82.67,42.04,"KINGSVILLE MOE",6134190,"1989-09",1989,9,20.7,"",12.5,"",16.6,"",27,"S",1.5,"",81.4,"",0,"",81.4,"",0,"",NA,NA,NA,NA
"238",-82.67,42.04,"KINGSVILLE MOE",6134190,"1989-10",1989,10,15.3,"",6.9,"",11.1,"",23.5,"",-1,"",65.6,"",0,"T",65.6,"",0,"",NA,NA,NA,NA
"239",-82.67,42.04,"KINGSVILLE MOE",6134190,"1989-11",1989,11,6.7,"",0,"",3.4,"",14.5,"",-8.5,"S",69.9,"",2,"",71.9,"",0,"",NA,NA,NA,NA
"240",-82.67,42.04,"KINGSVILLE MOE",6134190,"1989-12",1989,12,-4.5,"",-11.7,"",-8.1,"",4.5,"",-22.5,"",13.8,"",30.6,"",44.4,"",NA,"M",NA,NA,NA,NA
"241",-82.67,42.04,"KINGSVILLE MOE",6134190,"1990-01",1990,1,3.1,"",-2.8,"",0.2,"",11,"",-13,"",45.9,"",6,"",51.9,"",NA,"M",NA,NA,NA,NA
"242",-82.67,42.04,"KINGSVILLE MOE",6134190,"1990-02",1990,2,2.7,"",-4.2,"",-0.8,"",15,"",-15,"",125,"",18,"",143,"",NA,"M",NA,NA,NA,NA
"243",-82.67,42.04,"KINGSVILLE MOE",6134190,"1990-03",1990,3,6.1,"",-1.1,"",2.5,"",18.5,"",-11,"",44.4,"",12,"",56.4,"",NA,"M",NA,NA,NA,NA
"244",-82.67,42.04,"KINGSVILLE MOE",6134190,"1990-04",1990,4,12.4,"",4,"",8.2,"",26.5,"",-5,"S",73.2,"",2.6,"",75.8,"",0,"",NA,NA,NA,NA
"245",-82.67,42.04,"KINGSVILLE MOE",6134190,"1990-05",1990,5,16.7,"",9.4,"",13.1,"",23,"",3.5,"",107.7,"",0,"",107.7,"",0,"",NA,NA,NA,NA
"246",-82.67,42.04,"KINGSVILLE MOE",6134190,"1990-06",1990,6,23.4,"",15.8,"",19.6,"",31,"",8,"S",53.6,"",0,"",53.6,"",0,"",NA,NA,NA,NA
"247",-82.67,42.04,"KINGSVILLE MOE",6134190,"1990-07",1990,7,24.7,"",18.2,"",21.5,"",33.5,"",12,"",79,"",0,"",79,"",0,"",NA,NA,NA,NA
"248",-82.67,42.04,"KINGSVILLE MOE",6134190,"1990-08",1990,8,24.2,"",17.5,"",20.9,"",29,"S",11,"",89.4,"",0,"",89.4,"",0,"",NA,NA,NA,NA
"249",-82.67,42.04,"KINGSVILLE MOE",6134190,"1990-09",1990,9,21.1,"",13.3,"",17.2,"",29,"",5,"S",183.5,"",0,"",183.5,"",0,"",NA,NA,NA,NA
"250",-82.67,42.04,"KINGSVILLE MOE",6134190,"1990-10",1990,10,14.8,"",6.9,"",10.9,"",22.5,"",0,"S",85.7,"",0,"",85.7,"",0,"",NA,NA,NA,NA
"251",-82.67,42.04,"KINGSVILLE MOE",6134190,"1990-11",1990,11,9.6,"",2.8,"",6.2,"",18,"",-3,"S",65.8,"",0,"",65.8,"",0,"",NA,NA,NA,NA
"252",-82.67,42.04,"KINGSVILLE MOE",6134190,"1990-12",1990,12,3.6,"",-2.8,"",0.4,"",11,"",-14,"S",141,"",11.6,"",152.6,"",NA,"M",NA,NA,NA,NA
"253",-82.67,42.04,"KINGSVILLE MOE",6134190,"1991-01",1991,1,-0.8,"",-7.2,"",-4,"",5.5,"",-16.5,"S",32.8,"",17,"",49.8,"",NA,"",NA,NA,NA,NA
"254",-82.67,42.04,"KINGSVILLE MOE",6134190,"1991-02",1991,2,1.6,"E",-4.6,"",-1.5,"E",7.5,"E",-14.5,"",14.4,"",22.5,"E",36.9,"E",NA,"",NA,NA,NA,NA
"255",-82.67,42.04,"KINGSVILLE MOE",6134190,"1991-03",1991,3,7.5,"E",-0.9,"E",3.3,"E",19.5,"E",-7.5,"E",73.8,"",1,"",74.8,"",0,"",NA,NA,NA,NA
"256",-82.67,42.04,"KINGSVILLE MOE",6134190,"1991-04",1991,4,13.1,"E",5.5,"E",9.1,"E",21,"E",-3,"E",105.2,"",0,"",105.2,"",0,"",NA,NA,NA,NA
"257",-82.67,42.04,"KINGSVILLE MOE",6134190,"1991-05",1991,5,21.8,"",13.9,"",17.9,"",29.5,"",3.5,"",155.5,"",0,"",155.5,"",0,"",NA,NA,NA,NA
"258",-82.67,42.04,"KINGSVILLE MOE",6134190,"1991-06",1991,6,26.2,"E",17.4,"",21.9,"E",31,"",11,"",16.2,"",0,"",16.2,"",0,"",NA,NA,NA,NA
"259",-82.67,42.04,"KINGSVILLE MOE",6134190,"1991-07",1991,7,27.9,"E",19,"E",23.5,"E",32.5,"E",13.5,"E",25.2,"",0,"",25.2,"",0,"",NA,NA,NA,NA
