"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1980-07","1980","07","25.8","","15.6","","20.7","","29.5","","10.0","","153.2","","0.0","","153.2","","","M","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1980-08","1980","08","26.2","","16.2","","21.2","","30.0","S","11.0","","75.0","","0.0","","75.0","","","M","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1980-09","1980","09","19.7","","10.0","","14.9","","26.5","","-0.5","S","85.4","","0.0","","85.4","","","M","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1980-10","1980","10","11.6","","3.2","","7.4","","23.5","","-4.0","","94.6","","0.6","","95.2","","","M","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1980-11","1980","11","4.4","","-2.4","","1.0","","13.5","","-11.0","","71.0","","7.8","","78.8","","1","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1980-12","1980","12","-3.9","","-16.0","","-10.0","","10.0","","-36.0","","45.8","","68.0","","113.8","","29","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1981-01","1981","01","-7.6","","-20.4","","-14.0","","8.0","","-42.0","","1.6","","30.2","","31.8","","25","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1981-02","1981","02","3.0","E","-5.7","","-1.4","E","13.0","E","-23.5","","103.2","","18.4","","121.6","","0","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1981-03","1981","03","4.6","","-4.8","","-0.1","","19.0","","-18.0","","9.8","","27.4","","37.2","","0","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1981-04","1981","04","12.8","","2.4","","7.6","","23.0","","-5.5","","83.4","","0.6","","84.0","","","M","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1981-05","1981","05","18.4","","6.8","","12.6","","26.5","","-1.5","","109.4","","0.0","","109.4","","","M","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1981-06","1981","06","23.1","","12.9","","18.0","","30.0","","6.5","","130.4","","0.0","","130.4","","","M","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1981-07","1981","07","26.3","","15.9","","21.1","","32.5","","10.5","","79.0","","0.0","","79.0","","","M","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1981-08","1981","08","24.4","","14.5","","19.5","","28.0","S","8.5","S","116.4","","0.0","","116.4","","","M","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1981-09","1981","09","18.0","","10.3","","14.2","","25.5","","0.0","","154.2","","0.0","","154.2","","","M","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1981-10","1981","10","10.7","","2.3","","6.5","","17.5","","-3.0","","109.0","","0.4","","109.4","","","M","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1981-11","1981","11","6.3","","-1.0","","2.7","","17.0","","-9.0","","51.6","","5.4","","57.0","","0","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1981-12","1981","12","0.5","","-6.2","E","-2.9","E","8.0","","-16.0","E","0.8","","41.0","","41.8","","24","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1982-01","1982","01","-7.4","","-19.7","","-13.6","","6.0","","-34.5","","21.2","","46.0","","67.2","","35","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1982-02","1982","02","-2.9","","-13.8","","-8.4","","7.0","","-26.0","","4.2","","19.0","","23.2","","35","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1982-03","1982","03","3.3","","-7.2","","-2.0","","18.5","","-24.5","","47.8","","29.0","","76.8","","","M","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1982-04","1982","04","10.0","","-1.6","","4.2","","22.5","","-13.5","","50.5","","4.2","","54.7","","","M","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1982-05","1982","05","20.5","","8.8","","14.7","","27.0","","2.5","","78.5","","0.0","","78.5","","","M","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1982-06","1982","06","21.3","","11.8","","16.6","","27.0","","7.5","","95.8","","0.0","","95.8","","","M","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1982-07","1982","07","26.3","","14.9","","20.6","","30.5","S","8.5","","102.5","","0.0","","102.5","","","M","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1982-08","1982","08","22.5","","12.5","","17.5","","27.5","S","5.5","","88.1","","0.0","","88.1","","","M","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1982-09","1982","09","20.1","","10.3","","15.2","","28.5","","3.0","","77.0","","0.0","","77.0","","","M","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1982-10","1982","10","14.6","","4.9","","9.8","","21.5","","-3.0","","62.8","","0.0","","62.8","","","M","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1982-11","1982","11","8.2","","1.0","E","4.6","E","18.5","","-11.0","","113.4","","4.4","","117.8","","","M","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1982-12","1982","12","3.5","","-5.5","","-1.0","","18.0","","-22.5","","59.9","","11.8","","71.7","","","M","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1983-01","1983","01","-2.0","","-10.6","","-6.3","","5.0","S","-22.0","","41.1","","12.3","","53.4","","","M","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1983-02","1983","02","-0.9","","-9.9","","-5.4","","8.5","","-26.5","","68.6","","16.2","","84.8","","0","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1983-03","1983","03","4.7","","-4.2","","0.3","","16.5","","-14.5","","38.9","","26.8","","65.7","","0","T","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1983-04","1983","04","9.5","","0.8","","5.2","","18.5","","-7.5","","92.5","","18.7","","111.2","","0","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1983-05","1983","05","16.6","","6.1","","11.4","","25.0","","-1.0","","93.9","","0.0","","93.9","","0","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1983-06","1983","06","24.9","","12.2","","18.6","","32.0","","2.5","","28.2","","0.0","","28.2","","0","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1983-07","1983","07","28.0","","16.0","","22.0","","33.0","","9.0","","57.4","","0.0","","57.4","","0","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1983-08","1983","08","26.1","","15.3","","20.7","","31.0","","8.0","","63.6","","0.0","","63.6","","0","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1983-09","1983","09","22.7","","11.9","","17.3","","29.5","S","3.5","","51.4","","0.0","","51.4","","0","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1983-10","1983","10","13.6","","4.6","","9.1","","27.5","","-5.0","","118.9","","0.0","T","118.9","","0","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1983-11","1983","11","5.7","","-1.0","","2.4","","15.5","","-9.0","","93.5","","23.6","","117.1","","","M","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1983-12","1983","12","-2.8","","-10.0","","-6.4","","6.5","","-27.0","","90.5","","45.3","","135.8","","25","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1984-01","1984","01","-6.4","E","-17.3","","-11.9","E","3.5","","-35.0","S","6.6","","43.4","","50.0","","35","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1984-02","1984","02","1.7","E","-7.6","","-3.0","E","11.5","S","-29.0","","40.4","","43.5","","83.9","","35","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1984-03","1984","03","-0.9","E","-12.2","E","-6.6","E","9.0","","-31.0","S","5.2","","26.4","","31.6","","","M","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1984-04","1984","04","12.4","","1.9","","7.2","","23.5","","-6.5","","143.6","","0.0","T","143.6","","0","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1984-05","1984","05","15.4","","6.1","","10.8","","28.5","","-2.0","","114.8","","0.0","T","114.8","","0","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1984-06","1984","06","24.5","E","12.3","","18.4","E","30.0","","3.0","","47.7","","0.0","","47.7","","0","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1984-07","1984","07","25.8","","15.1","E","20.5","E","30.5","","7.5","","85.4","","0.0","","85.4","","0","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1984-08","1984","08","25.4","","16.1","","20.8","","30.5","","9.0","","69.1","","0.0","","69.1","","0","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1984-09","1984","09","18.6","E","8.8","","13.7","E","24.5","","0.0","","40.0","","0.0","","40.0","","","M","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1984-10","1984","10","15.3","","5.6","","10.5","","23.0","","-3.5","","29.2","","0.0","","29.2","","0","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1984-11","1984","11","7.1","","-1.2","","3.0","","19.0","","-10.5","","55.4","","1.2","","56.6","","","M","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1984-12","1984","12","3.0","","-5.5","","-1.3","","14.0","","-19.0","","31.0","","51.4","","82.4","","0","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1985-01","1985","01","-6.9","","-16.8","E","-11.9","E","5.5","","-30.0","E","3.4","","64.5","","67.9","","40","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1985-02","1985","02","-1.9","E","-12.2","E","-7.1","E","7.5","","-29.0","","55.4","","47.1","E","102.5","E","15","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1985-03","1985","03","4.4","","-6.2","","-0.9","","16.5","","-20.0","","49.4","","31.2","","80.6","","0","T","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1985-04","1985","04","12.1","","1.2","","6.7","","27.0","","-9.0","","24.3","","14.7","","39.0","","0","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1985-05","1985","05","19.1","","7.6","","13.4","","26.0","S","-0.5","","80.5","","0.0","","80.5","","0","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1985-06","1985","06","20.5","","10.9","","15.7","","28.0","","5.5","","85.3","","0.0","","85.3","","0","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1985-07","1985","07","25.2","","14.6","","19.9","","30.5","","8.5","","55.3","","0.0","","55.3","","0","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1985-08","1985","08","24.4","","14.0","","19.2","","31.0","","9.5","","81.7","","0.0","","81.7","","0","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1985-09","1985","09","21.1","","10.7","","15.9","","27.0","","4.5","S","126.0","","0.0","","126.0","","0","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1985-10","1985","10","14.3","","5.3","","9.8","","21.5","","-2.0","S","77.4","","0.0","","77.4","","0","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1985-11","1985","11","5.4","","-1.1","","2.2","","18.5","","-7.5","","88.0","","13.4","","101.4","","1","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1985-12","1985","12","-2.5","","-10.3","E","-6.4","E","11.0","","-23.0","","14.6","","88.6","E","103.2","E","25","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1986-01","1986","01","-3.6","","-12.9","","-8.3","","7.0","","-30.5","","18.0","","27.8","","45.8","","","M","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1986-02","1986","02","-4.2","","-15.4","E","-9.8","E","4.5","","-27.0","","13.5","","39.2","E","52.7","E","28","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1986-03","1986","03","4.7","","-5.2","","-0.3","","22.0","","-26.5","","37.5","","32.4","","69.9","","0","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1986-04","1986","04","14.9","","2.9","","8.9","","26.5","","-5.0","","31.4","","1.4","","32.8","","","M","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1986-05","1986","05","19.8","","9.0","","14.4","","30.0","","-1.5","","95.1","","0.0","T","95.1","","0","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1986-06","1986","06","21.6","","11.3","","16.5","","26.5","","2.0","","164.6","","0.0","","164.6","","0","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1986-07","1986","07","24.8","","15.1","","20.0","","30.0","S","8.5","","59.5","","0.0","","59.5","","0","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1986-08","1986","08","23.0","","13.9","","18.5","","28.5","","5.5","","207.6","","0.0","","207.6","","0","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1986-09","1986","09","18.8","","9.9","","14.4","","24.5","","3.0","S","145.2","E","0.0","","145.2","E","0","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1986-10","1986","10","12.6","","4.6","","8.6","","20.5","","-5.0","","75.5","","0.0","","75.5","","0","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1986-11","1986","11","4.7","","-2.1","","1.3","","15.0","S","-10.5","S","51.8","","20.4","","72.2","","0","T","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1986-12","1986","12","0.6","","-5.8","","-2.6","","4.0","","-19.0","","87.5","","10.0","","97.5","","9","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1987-01","1987","01","-2.9","","-13.0","E","-8.0","E","4.5","","-29.0","S","4.2","","59.0","","63.2","","27","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1987-02","1987","02","-3.0","E","-17.4","E","-10.2","E","3.5","S","-34.0","","14.4","","23.8","","38.2","","30","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1987-03","1987","03","6.1","","-4.7","","0.7","","19.0","","-20.0","","48.7","","5.2","","53.9","","1","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1987-04","1987","04","15.0","","3.7","","9.4","","28.0","S","-8.5","","58.3","","3.6","","61.9","","0","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1987-05","1987","05","18.8","","8.2","","13.5","","29.0","","-0.5","","79.5","","0.0","","79.5","","0","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1987-06","1987","06","24.2","","13.5","","18.9","","30.5","","6.0","","77.4","","0.0","","77.4","","0","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1987-07","1987","07","27.4","","16.6","","22.0","","32.5","","10.0","","68.5","","0.0","","68.5","","0","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1987-08","1987","08","24.9","","13.8","","19.4","","31.5","S","6.5","S","83.4","","0.0","","83.4","","0","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1987-09","1987","09","19.6","","11.0","","15.3","","25.0","S","2.5","","157.4","","0.0","","157.4","","0","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1987-10","1987","10","12.3","","3.4","","7.9","","22.0","","-4.0","","76.3","","0.0","","76.3","","0","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1987-11","1987","11","6.1","","-1.4","","2.4","","18.0","","-14.0","","118.7","","13.2","","131.9","","2","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1987-12","1987","12","1.7","E","-5.2","E","-1.8","E","9.5","","-19.5","","31.3","","27.6","","58.9","","4","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1988-01","1988","01","-1.1","E","-11.8","E","-6.5","E","12.5","","-27.5","","21.5","","20.6","","42.1","","0","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1988-02","1988","02","-2.1","","-13.6","","-7.9","","7.0","","-29.5","","29.6","","74.8","","104.4","","16","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1988-03","1988","03","3.8","","-7.2","E","-1.7","E","20.5","","-21.0","S","31.1","","4.6","","35.7","","0","T","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1988-04","1988","04","11.0","","1.6","","6.3","","19.5","","-2.5","S","72.9","","2.6","","75.5","","0","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1988-05","1988","05","20.0","","8.8","","14.4","","28.0","","2.0","S","57.1","","0.0","","57.1","","0","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1988-06","1988","06","22.8","","10.9","","16.9","","31.5","","3.5","","47.4","","0.0","","47.4","","0","","","","",""
"-76.08","44.52","LYNDHURST SHAWMERE","6104725","1988-07","1988","07","28.0","","16.3","","22.2","","34.0","","10.0","","87.8","","0.0","","87.8","","0","","","","",""
