"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-75.70","44.60","BROCKVILLE","6100969","1901-06","1901","06","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1901-07","1901","07","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1901-08","1901","08","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1901-09","1901","09","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1901-10","1901","10","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1901-11","1901","11","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1901-12","1901","12","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1902-01","1902","01","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1902-02","1902","02","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1902-03","1902","03","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1902-04","1902","04","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1902-05","1902","05","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1902-06","1902","06","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1902-07","1902","07","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1902-08","1902","08","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1902-09","1902","09","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1902-10","1902","10","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1902-11","1902","11","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1902-12","1902","12","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1903-01","1903","01","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1903-02","1903","02","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1903-03","1903","03","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1903-04","1903","04","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1903-05","1903","05","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1903-06","1903","06","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1903-07","1903","07","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1903-08","1903","08","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1903-09","1903","09","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1903-10","1903","10","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1903-11","1903","11","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1903-12","1903","12","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1904-01","1904","01","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1904-02","1904","02","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1904-03","1904","03","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1904-04","1904","04","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1904-05","1904","05","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1904-06","1904","06","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1904-07","1904","07","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1904-08","1904","08","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1904-09","1904","09","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1904-10","1904","10","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1904-11","1904","11","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1904-12","1904","12","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1905-01","1905","01","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1905-02","1905","02","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1905-03","1905","03","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1905-04","1905","04","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1905-05","1905","05","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1905-06","1905","06","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1905-07","1905","07","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1905-08","1905","08","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1905-09","1905","09","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1905-10","1905","10","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1905-11","1905","11","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1905-12","1905","12","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1906-01","1906","01","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1906-02","1906","02","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1906-03","1906","03","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1906-04","1906","04","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1906-05","1906","05","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1906-06","1906","06","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1906-07","1906","07","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1906-08","1906","08","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1906-09","1906","09","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1906-10","1906","10","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1906-11","1906","11","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1906-12","1906","12","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1907-01","1907","01","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1907-02","1907","02","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1907-03","1907","03","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1907-04","1907","04","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1907-05","1907","05","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1907-06","1907","06","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1907-07","1907","07","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1907-08","1907","08","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1907-09","1907","09","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1907-10","1907","10","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1907-11","1907","11","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1907-12","1907","12","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1908-01","1908","01","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1908-02","1908","02","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1908-03","1908","03","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1908-04","1908","04","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1908-05","1908","05","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1908-06","1908","06","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1908-07","1908","07","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1908-08","1908","08","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1908-09","1908","09","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1908-10","1908","10","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1908-11","1908","11","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1908-12","1908","12","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1909-01","1909","01","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1909-02","1909","02","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1909-03","1909","03","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1909-04","1909","04","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1909-05","1909","05","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1909-06","1909","06","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1909-07","1909","07","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1909-08","1909","08","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1909-09","1909","09","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1909-10","1909","10","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1909-11","1909","11","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1909-12","1909","12","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1910-01","1910","01","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1910-02","1910","02","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1910-03","1910","03","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1910-04","1910","04","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1910-05","1910","05","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1910-06","1910","06","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1910-07","1910","07","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1910-08","1910","08","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1910-09","1910","09","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1910-10","1910","10","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1910-11","1910","11","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1910-12","1910","12","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1911-01","1911","01","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1911-02","1911","02","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1911-03","1911","03","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1911-04","1911","04","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1911-05","1911","05","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1911-06","1911","06","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1911-07","1911","07","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1911-08","1911","08","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1911-09","1911","09","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1911-10","1911","10","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1911-11","1911","11","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1911-12","1911","12","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1912-01","1912","01","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1912-02","1912","02","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1912-03","1912","03","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1912-04","1912","04","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1912-05","1912","05","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1912-06","1912","06","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1912-07","1912","07","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1912-08","1912","08","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1912-09","1912","09","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1912-10","1912","10","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1912-11","1912","11","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1912-12","1912","12","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1913-01","1913","01","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1913-02","1913","02","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1913-03","1913","03","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1913-04","1913","04","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1913-05","1913","05","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1913-06","1913","06","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1913-07","1913","07","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1913-08","1913","08","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1913-09","1913","09","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1913-10","1913","10","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1913-11","1913","11","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1913-12","1913","12","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1914-01","1914","01","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1914-02","1914","02","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1914-03","1914","03","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1914-04","1914","04","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1914-05","1914","05","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1914-06","1914","06","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1914-07","1914","07","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1914-08","1914","08","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1914-09","1914","09","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1914-10","1914","10","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1914-11","1914","11","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1914-12","1914","12","","","","","","","","","","","","","","","","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1915-01","1915","01","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1915-02","1915","02","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1915-03","1915","03","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1915-04","1915","04","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1915-05","1915","05","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1915-06","1915","06","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1915-07","1915","07","25.0","","15.1","","20.1","","28.9","","11.1","S","118.4","","0.0","","118.4","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1915-08","1915","08","22.9","","14.2","","18.6","","28.3","","4.4","","178.6","","0.0","","178.6","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1915-09","1915","09","21.6","","11.8","","16.7","","29.4","S","0.6","","49.3","","0.0","","49.3","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1915-10","1915","10","14.9","","7.2","","11.1","","22.2","","-2.2","","39.4","","0.0","","39.4","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1915-11","1915","11","7.9","","0.3","","4.1","","17.8","","-8.3","","32.8","","0.0","T","32.8","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1915-12","1915","12","-0.8","","-8.7","","-4.8","","8.9","","-19.4","","41.9","","10.2","","52.1","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1916-01","1916","01","0.8","","-9.6","","-4.4","","11.1","","-23.3","","69.6","","43.2","","112.8","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1916-02","1916","02","-4.7","","-14.7","","-9.7","","7.2","","-30.6","","29.5","","48.3","","77.7","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1916-03","1916","03","0.3","","-11.7","","-5.7","","15.0","","-24.4","","6.4","","30.5","","36.8","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1916-04","1916","04","13.3","","2.4","","7.9","","23.9","","-5.0","","49.8","","10.2","","59.9","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1916-05","1916","05","18.8","","7.6","","13.2","","27.2","","1.1","","119.6","","0.0","","119.6","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1916-06","1916","06","22.7","","11.5","","17.1","","29.4","","4.4","","115.3","","0.0","","115.3","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1916-07","1916","07","29.9","","17.2","","23.6","","37.2","","11.1","S","34.3","","0.0","","34.3","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1916-08","1916","08","29.0","","13.8","","21.4","","36.7","","8.9","S","28.4","","0.0","","28.4","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1916-09","1916","09","22.5","","10.8","","16.7","","31.7","","1.7","","39.6","","0.0","","39.6","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1916-10","1916","10","16.7","","3.1","","9.9","","26.1","","-5.6","","60.7","","0.0","","60.7","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1916-11","1916","11","6.3","","-2.7","","1.8","","18.3","","-17.2","","49.8","","0.0","","49.8","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1916-12","1916","12","-1.2","","-10.1","","-5.7","","10.6","","-26.7","","29.7","","35.6","","65.3","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1917-01","1917","01","-4.9","","-14.6","","-9.8","","5.0","","-30.6","","22.9","","27.9","","50.8","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1917-02","1917","02","-5.3","","-17.3","","-11.3","","5.0","","-33.9","","19.1","","17.8","","36.8","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1917-03","1917","03","3.5","","-6.7","","-1.6","","16.7","","-17.2","","34.8","","30.5","","65.3","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1917-04","1917","04","11.6","","0.8","","6.2","","20.0","","-7.2","","17.8","","0.0","T","17.8","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1917-05","1917","05","15.7","","4.3","","10.0","","27.8","","-1.7","","20.8","","0.0","","20.8","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1917-06","1917","06","23.9","","11.3","","17.6","","32.8","","4.4","","83.1","","0.0","","83.1","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1917-07","1917","07","28.5","","16.9","","22.7","","39.4","","10.0","","36.8","","0.0","","36.8","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1917-08","1917","08","27.6","","15.6","","21.6","","36.1","","6.7","","73.9","","0.0","","73.9","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1917-09","1917","09","20.8","","8.8","","14.8","","27.2","","0.0","","36.1","","0.0","","36.1","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1917-10","1917","10","10.6","","2.4","","6.5","","18.9","","-3.9","","142.0","","5.1","","147.1","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1917-11","1917","11","3.7","","-4.8","","-0.6","","11.7","","-16.1","","7.9","","17.8","","25.7","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1917-12","1917","12","-6.0","","-16.3","","-11.2","","5.0","S","-32.8","","0.0","","43.2","","43.2","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1918-01","1918","01","-7.7","","-18.2","","-13.0","","-1.1","","-32.8","","10.7","","48.3","","58.9","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1918-02","1918","02","-2.2","","-15.3","","-8.8","","10.6","","-32.8","","21.6","","15.2","","36.8","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1918-03","1918","03","3.6","","-7.5","","-2.0","","15.0","","-19.4","","0.0","","7.6","","7.6","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1918-04","1918","04","13.6","","0.0","","6.8","","23.9","","-7.8","","45.5","","0.0","","45.5","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1918-05","1918","05","21.1","","9.1","","15.1","","30.0","","-1.7","","58.4","","0.0","","58.4","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1918-06","1918","06","23.4","","10.8","","17.1","","30.6","","1.7","","41.9","","0.0","","41.9","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1918-07","1918","07","28.4","","14.9","","21.7","","34.4","","7.8","","93.7","","0.0","","93.7","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1918-08","1918","08","28.3","","14.3","","21.3","","35.0","","4.4","S","50.3","","0.0","","50.3","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1918-09","1918","09","17.7","","8.7","","13.2","","27.2","","-1.1","","144.8","","0.0","","144.8","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1918-10","1918","10","15.8","","4.9","","10.4","","21.7","","-2.2","S","143.8","","0.0","","143.8","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1918-11","1918","11","7.9","","0.2","","4.1","","17.8","","-10.6","","59.7","","0.0","T","59.7","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1918-12","1918","12","0.3","","-8.4","","-4.1","","10.6","","-21.1","","33.0","","30.5","","63.5","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1919-01","1919","01","-0.5","","-10.1","","-5.3","","7.2","","-26.1","","10.7","","7.6","","18.3","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1919-02","1919","02","0.5","","-8.6","","-4.1","","5.0","","-17.8","","7.6","","5.1","","12.7","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1919-03","1919","03","4.8","","-4.7","","0.1","","17.2","","-17.8","","56.1","","38.1","","94.2","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1919-04","1919","04","10.2","","-0.4","","4.9","","21.1","","-14.4","","85.9","","0.0","T","85.9","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1919-05","1919","05","19.3","","8.1","","13.7","","29.4","","-1.1","","134.6","","0.0","","134.6","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1919-06","1919","06","29.7","","16.6","","23.2","","39.4","","6.1","","96.0","","0.0","","96.0","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1919-07","1919","07","29.2","","16.7","","23.0","","33.9","S","8.9","","62.5","","0.0","","62.5","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1919-08","1919","08","25.6","","13.3","","19.5","","31.1","","5.6","","56.4","","0.0","","56.4","","","","","","",""
"-75.70","44.60","BROCKVILLE","6100969","1919-09","1919","09","21.9","","11.1","","16.5","","28.9","S","3.3","","79.8","","0.0","","79.8","","","","","","",""
